id,name,symbol,sector,industry
102067,Jilin Chemical Industrial Ltd,JCC,MATERIALS,CHEMICALS
102068,Cendant Corp. 7.75% Upper DECS due 8/17/2004,JCD,CONSUMER DISCRETIONARY,CONSUMER SERVICES
102070,J. D. Edwards & Co,JDEC,INFORMATION TECHNOLOGY,SOFTWARE
102072,JDN Realty Corporation,JDN,FINANCE,REAL ESTATE & REITS
102078,Jetronic Industries Inc,JET,"",""
102082,Harland (John H.) Co,JH,INDUSTRIALS,COMMERCIAL SERVICES & SUPPLIES
102083,John Hancock Financial Services Inc,JHF,FINANCE,INSURANCE
102085,J. Jill Group Inc,JILL,CONSUMER DISCRETIONARY,RETAIL - SPECIALTY
102086,Pentacon Inc,PTACQ,INDUSTRIALS,AEROSPACE & DEFENSE
102087,Jacuzzi Brands Inc,JJZ,INDUSTRIALS,CONSTRUCTION & ENGINEERING
102092,JLG Industries Inc,JLG,INDUSTRIALS,MACHINERY
102094,JLM Industries Inc,JLMI,MATERIALS,CHEMICALS
102096,Johns-Manville Corp. (New),JM,INDUSTRIALS,CONSTRUCTION & ENGINEERING
102097,James Monroe Bancorp Inc,JMBI,FINANCE,BANKS & THRIFTS
102098,Jamdat Mobile Inc,JMDT,INFORMATION TECHNOLOGY,SOFTWARE
102102,Jupiter Media Metrix Inc,JMXI,MATERIALS,INDUSTRIAL METALS & MATERIALS
102103,JNI Corp,JNIC,INFORMATION TECHNOLOGY,COMPUTERS & PERIPHERALS
102112,Joule Inc,JOL,INDUSTRIALS,COMMERCIAL SERVICES & SUPPLIES
102113,Jorgensen (Earle M.) Company (New),JOR,INDUSTRIALS,DISTRIBUTORS
102114,Jore Corp,JOREQ,CONSUMER DISCRETIONARY,HOUSEHOLD DURABLES
102116,Jefferson-Pilot Corp,JP,FINANCE,INSURANCE
102125,JP Realty Inc,JPR,FINANCE,REAL ESTATE & REITS
102129,Hammons (John Q.) Hotels Inc. Class A,JQH,CONSUMER DISCRETIONARY,HOTELS & TRAVEL
102130,James River Bankshares Inc,JRBK,FINANCE,BANKS & THRIFTS
102134,Jefferson Smurfit Group plc (New),JS,MATERIALS,PAPER & PACKAGING
102142,Judge Group Inc,JUDG,INFORMATION TECHNOLOGY,INTERNET & IT SERVICES
102144,Juno Lighting Inc,JUNO,CONSUMER DISCRETIONARY,HOUSEHOLD DURABLES
102146,Juno Online Services Inc,JWEB,INFORMATION TECHNOLOGY,INTERNET & IT SERVICES
102147,Jwgenesis Financial Corp,JWG,"",""
102148,Whitehall Jewellers Inc,JWLR,CONSUMER DISCRETIONARY,RETAIL - SPECIALTY
102149,Jacksonville BanCorp. Inc. (TX),JXVL,FINANCE,BANKS & THRIFTS
102164,Kasper ASL Ltd,KASPQ,CONSUMER DISCRETIONARY,RETAIL - SPECIALTY
102166,Kaye Group Inc,KAYE,FINANCE,INSURANCE
102168,Kambay International Inc,KBAY,INFORMATION TECHNOLOGY,INTERNET & IT SERVICES
102171,Keebler Foods Co,KBL,CONSUMER STAPLES,FOOD PRODUCTS
102179,Key Capital Corp,KCPC,MATERIALS,GOLD & SILVER
102181,KCS Energy Inc,KCS,ENERGY,ENERGY PRODUCERS
102187,Keane Inc,KEA,INFORMATION TECHNOLOGY,INTERNET & IT SERVICES
102192,Kentucky Electric Steel Inc,KESIQ,MATERIALS,INDUSTRIAL METALS & MATERIALS
102193,Kestrel Energy Inc,KEST,"",""
102194,Klamath First BanCorp. Inc,KFBI,FINANCE,BANKS & THRIFTS
102198,Scudder Intermediate Government & Agency Trust,KGT,FINANCE,GENERAL FINANCE
102200,First Years (The) Inc,KIDD,CONSUMER STAPLES,PERSONAL PRODUCTS
102201,New Horizon Kids Quest Inc,KIDQ,CONSUMER DISCRETIONARY,CONSUMER SERVICES
102203,Korean Investment Fund Inc,KIF,FINANCE,GENERAL FINANCE
102204,Kirlin Holdings,KILN,FINANCE,GENERAL FINANCE
102206,Kindred Healthcare Inc *W Exp 0 Warrant,KINDW,"",""
102207,Kindred Healthcare Inc Wts A 4/20/2006,KINDWTA,HEALTH CARE,HEALTH CARE SERVICES
102217,Koninklijke Luchtvaart Maatschappij NV,KLMR,"",""
102221,K-Mart Corp,KMRTQ,CONSUMER DISCRETIONARY,RETAIL - GENERAL
102222,Komag Inc,KMAGQ,INFORMATION TECHNOLOGY,COMPUTERS & PERIPHERALS
102226,Kerr-McGee Corp. 5.50% DECS due 8/2/2004,KMGKMD,ENERGY,ENERGY PRODUCERS
102229,Kerr-McGee Corp,KMG,ENERGY,ENERGY PRODUCERS
102231,Kinder Morgan Inc. (KS),KMI,ENERGY,ENERGY PRODUCERS
102237,Canaan Energy Corp,KNAN,ENERGY,ENERGY PRODUCERS
102238,Knape & Vogt Manufacturing Co,KNAP,CONSUMER DISCRETIONARY,HOUSEHOLD DURABLES
102245,Kent Electronics Corp,KNT,INFORMATION TECHNOLOGY,ELECTRONIC EQUIPMENT
102251,Komag Inc (New),KOMG,INFORMATION TECHNOLOGY,COMPUTERS & PERIPHERALS
102253,drkoop.com Inc,KOOP,INFORMATION TECHNOLOGY,INTERNET & IT SERVICES
102254,Korea Thrunet Co Ltd,KOREA,INFORMATION TECHNOLOGY,INTERNET & IT SERVICES
102256,Koor Industries Ltd,KORIY,INFORMATION TECHNOLOGY,COMMUNICATIONS EQUIPMENT
102258,Kos Pharmaceuticals Inc,KOSP,HEALTH CARE,BIOTECHNOLOGY & LIFE SCIENCES
102260,Key Production Company Inc,KP,ENERGY,ENERGY PRODUCERS
102265,King Power International Group Co. Ltd,KPG,CONSUMER DISCRETIONARY,RETAIL - SPECIALTY
102266,Kaneb Pipeline Partners LP,KPP,ENERGY,ENERGY PRODUCERS
102267,Konover Property Trust Inc,KPT,FINANCE,REAL ESTATE & REITS
102274,MBNA Corp,KRB,FINANCE,BANKS & THRIFTS
102277,Knight-Ridder Inc,KRI,CONSUMER DISCRETIONARY,PUBLISHING
102280,Kroll Inc,KROL,INDUSTRIALS,COMMERCIAL SERVICES & SUPPLIES
102281,Kronos Inc,KRON,INFORMATION TECHNOLOGY,SOFTWARE
102282,Kaiser Ventures Inc,KRSC,INDUSTRIALS,COMMERCIAL SERVICES & SUPPLIES
102283,Kramont Realty Preferred,KRT+1,"",""
102286,Kramont Realty Trust,KRT,FINANCE,REAL ESTATE & REITS
102293,Keyspan Corp,KSE,UTILITIES AND TELECOMMUNICATIONS,UTILITIES - GAS
102297,Kaneb Services LLC,KSL,ENERGY,ENERGY PRODUCERS
102304,Kenan Transport Co,KTCO,TRANSPORTS,TRUCKING
102312,K2 Inc,KTO,CONSUMER DISCRETIONARY,LEISURE GOODS
102315,Keystone Property Trust Corp,KTR,FINANCE,REAL ESTATE & REITS
102319,K2 Digital Inc,KTWO,INFORMATION TECHNOLOGY,INTERNET & IT SERVICES
102324,Kevco Inc,KVCOQ,INDUSTRIALS,DISTRIBUTORS
102325,Industri AB Kinnevik Class A,KVIKA,INDUSTRIALS,CONSTRUCTION & ENGINEERING
102326,Industri AB Kinnevik Class B,KVIKB,INDUSTRIALS,CONSTRUCTION & ENGINEERING
102334,Kiwa Bio-Tech Products Group Corp,KWBT,MATERIALS,CHEMICALS
102338,Kentucky First Bancorp Inc,KYF,FINANCE,BANKS & THRIFTS
102339,Corporate High Yield Fund II,KYT,FINANCE,GENERAL FINANCE
102341,Kerzner International Ltd,KZL,CONSUMER DISCRETIONARY,HOTELS & TRAVEL
102345,Lafarge North America Inc,LAF,MATERIALS,INDUSTRIAL METALS & MATERIALS
102347,Lancer Corp. (TX),LAN,INDUSTRIALS,MACHINERY
102348,Landair Corp,LAND,TRANSPORTS,TRUCKING
102353,Laurel Capital Group Inc,LARL,FINANCE,BANKS & THRIFTS
102354,Larscom Class A,LARS,INFORMATION TECHNOLOGY,INTERNET & IT SERVICES
102355,Lasersight Inc,LASE,HEALTH CARE,HEALTH CARE SUPPLIES
102358,Latitude Communications Inc,LATD,COMMUNICATIONS,""
102359,Launch Media Inc,LAUN,CONSUMER DISCRETIONARY,ENTERTAINMENT
102360,Laureate Education Inc,LAUR,CONSUMER DISCRETIONARY,CONSUMER SERVICES
102363,Liberate Technologies,LBTE,INFORMATION TECHNOLOGY,SOFTWARE
102368,Liberty Corp. (SC),LC,CONSUMER DISCRETIONARY,BROADCASTING
102370,Lamar Capital Corp,LCCO,FINANCE,BANKS & THRIFTS
102371,Learning Care Group Inc,LCGI,CONSUMER DISCRETIONARY,CONSUMER SERVICES
102376,Landacorp Inc,LCOR,HEALTH CARE,HEALTH CARE SERVICES
102378,Loews Cineplex Entertainment Corporation,LCPFQ,CONSUMER DISCRETIONARY,ENTERTAINMENT
102379,El Sitio Inc,LCTO,INFORMATION TECHNOLOGY,INTERNET & IT SERVICES
102383,Liberty Digital Inc,LDIG,CONSUMER DISCRETIONARY,BROADCASTING
102384,Landmark Systems Corp,LDMK,INFORMATION TECHNOLOGY,SOFTWARE
102385,NETS Trust FTSE 100 Index Fund,LDN,FINANCE,GENERAL FINANCE
102386,Cohen & Steers Ltd Duration Preferred & Income Fund Inc.,LDP,MUTUAL FUND,INSURANCE
102388,Leadingside Inc,LDSD,INFORMATION TECHNOLOGY,SOFTWARE
102390,Laidlaw Inc. Class B,LDWB,TRANSPORTS,TRUCKING
102391,Lands End Inc,LE,CONSUMER DISCRETIONARY,APPAREL & LUXURY GOODS
102392,Springleaf Holdings,OMF,FINANCE,FINANCE
102394,Lechters Inc,LECH,CONSUMER DISCRETIONARY,RETAIL - SPECIALTY
102396,Ledger Capital Corp,LEDG,FINANCE,BANKS & THRIFTS
102397,LifeF/X Inc,LEFX,"",""
102408,Lowrence Electronics Inc,LEIX,INFORMATION TECHNOLOGY,ELECTRONIC EQUIPMENT
102410,LION biosciences AG ADS,LEON,HEALTH CARE,BIOTECHNOLOGY & LIFE SCIENCES
102412,Mego Financial Inc,LESR,FINANCE,GENERAL FINANCE
102416,Lexar Media Inc,LEXR,INFORMATION TECHNOLOGY,COMPUTERS & PERIPHERALS
102417,Leslie Fay Companies Inc. (1997),LFAY,CONSUMER DISCRETIONARY,APPAREL & LUXURY GOODS
102418,Longview Fibre Co,LFB,FINANCE,REAL ESTATE & REITS
102420,Leeds Federal Bankshares Inc,LFED,FINANCE,BANKS & THRIFTS
102422,Local Financial Corp,LFIN,FINANCE,BANKS & THRIFTS
102424,Lifeminders Inc,LFMN,INFORMATION TECHNOLOGY,INTERNET & IT SERVICES
102427,LIFE EXCHANGE INC. COMMON STOCK,LFXG,INFORMATION TECHNOLOGY,INFORMATION TECHNOLOGY
102440,Legato Systems Inc,LGTO,INFORMATION TECHNOLOGY,SOFTWARE
102446,Loehmanns Holdings Inc,LHMS,CONSUMER DISCRETIONARY,RETAIL - SPECIALTY
102453,Liberty BanCorp Inc. (NJ),LIBB,FINANCE,BANKS & THRIFTS
102454,Long Island Financial Corp,LICB,FINANCE,BANKS & THRIFTS
102456,Lifschultz Industries Inc,LIFF,INFORMATION TECHNOLOGY,ELECTRONIC EQUIPMENT
102458,Linens n Things Inc,LIN,CONSUMER DISCRETIONARY,RETAIL - SPECIALTY
102459,Lindberg Corp,LIND,MATERIALS,INDUSTRIAL METALS & MATERIALS
102461,Lipid Sciences Inc,LIPD.PK1,"",""
102463,Liqui-Box Corp,LIQB,MATERIALS,PAPER & PACKAGING
102465,Litton Industries Inc,LIT,MUTUAL FUND,AEROSPACE & DEFENSE
102466,VLPS Lighting Services International Inc,LITE,INDUSTRIALS,COMMERCIAL SERVICES & SUPPLIES
102474,CompuTrac Inc,LLB,INFORMATION TECHNOLOGY,COMPUTERS & PERIPHERALS
102476,Liberty Media Group Inc. Class B,LMCB,CONSUMER DISCRETIONARY,BROADCASTING
102480,LastMinute.com PLC ADR,LMIN,CONSUMER DISCRETIONARY,CONSUMER SERVICES
102481,Luminent Inc,LMNE,INFORMATION TECHNOLOGY,COMMUNICATIONS EQUIPMENT
102489,Lincoln National Direct Placement Fund Inc,LND,FINANCE,GENERAL FINANCE
102490,Lindal Cedar Homes Inc,LNDL,CONSUMER DISCRETIONARY,HOUSEHOLD DURABLES
102495,LNR Property Corp,LNR,FINANCE,REAL ESTATE & REITS
102497,Lante Corp,LNTE,INFORMATION TECHNOLOGY,INTERNET & IT SERVICES
102498,Lincoln National Convertible Securities Fund Inc,LNV,FINANCE,GENERAL FINANCE
102499,Log On America Inc,LOAX,INFORMATION TECHNOLOGY,INTERNET & IT SERVICES
102500,Saf-T-Lok Inc,LOCK,CONSUMER DISCRETIONARY,LEISURE GOODS
102505,Lundin Oil AB,LOILY,ENERGY,ENERGY PRODUCERS
102506,Loislaw.com Inc,LOIS,INDUSTRIALS,COMMERCIAL SERVICES & SUPPLIES
102509,Loudeye Corporation,LOUD,INFORMATION TECHNOLOGY,INTERNET & IT SERVICES
102510,LaPolla Indust,LPA,"",""
102511,Laser-Pacific Media Corp,LPAC,CONSUMER DISCRETIONARY,ENTERTAINMENT
102519,Lipman Electronic Engineering Inc,LPMAF,INFORMATION TECHNOLOGY,ELECTRONIC EQUIPMENT
102524,Quinenco S.A. ADR,LQ,INDUSTRIALS,CONGLOMERATES
102527,La Quinta Corp,LQI,FINANCE,REAL ESTATE & REITS
102528,Liquid Audio Inc,LQID,INFORMATION TECHNOLOGY,INTERNET & IT SERVICES
102529,Liquent Inc,LQNT,INDUSTRIALS,COMMERCIAL SERVICES & SUPPLIES
102532,Lanier Worldwide Inc,LR,INFORMATION TECHNOLOGY,COMPUTERS & PERIPHERALS
102535,Loral Space and Communications Ltd,LRLSQ,INFORMATION TECHNOLOGY,COMMUNICATIONS EQUIPMENT
102536,Excelligence Learning Star Corp,LRNS,CONSUMER DISCRETIONARY,CONSUMER SERVICES
102537,Lightning Rod Software Inc,LROD,INFORMATION TECHNOLOGY,SOFTWARE
102541,Large Scale Biology Corp,LSBC,HEALTH CARE,PHARMACEUTICALS
102543,LESCO Inc,LSCO,MATERIALS,CHEMICALS
102544,Laserscope Inc,LSCP,HEALTH CARE,HEALTH CARE SUPPLIES
102549,Laser Mortgage Management,LSMM,FINANCE,REAL ESTATE & REITS
102551,Lightspan Inc,LSPN,INFORMATION TECHNOLOGY,SOFTWARE
102552,Lone Star Technologies Inc,LSS,ENERGY,ENERGY EQUIPMENT & SERVICES
102568,Learn2.Com Inc,LTWO,INFORMATION TECHNOLOGY,INTERNET & IT SERVICES
102571,Lucent Technologies Inc,LU,INFORMATION TECHNOLOGY,COMMUNICATIONS EQUIPMENT
102574,Lucille Farms Inc,LUCY,CONSUMER STAPLES,FOOD PRODUCTS
102577,Lumenis Ltd,LUME,HEALTH CARE,HEALTH CARE SUPPLIES
102578,Lumisys Inc,LUMI,"",""
102579,Lumenon Innovative Lightwave Technology,LUMMQ,INFORMATION TECHNOLOGY,SEMICONDUCTORS
102588,Lillian Vernon Corp,LVC,CONSUMER DISCRETIONARY,HOUSEHOLD DURABLES
102590,Levcor International Inc,LVCI,CONSUMER DISCRETIONARY,RETAIL - SPECIALTY
102591,Level 8 Systems Inc,LVEL,INFORMATION TECHNOLOGY,COMPUTERS & PERIPHERALS
102592,Leitch Technology Corp,LVID,INFORMATION TECHNOLOGY,SOFTWARE
102597,Laidlaw Global,LWGB,"",""
102604,Lexent Inc,LXNT,COMMUNICATIONS,""
102612,American Biogenetic Sciences Inc. (Old) Class A,MABXA,HEALTH CARE,BIOTECHNOLOGY & LIFE SCIENCES
102615,Macromedia Inc,MACR,INFORMATION TECHNOLOGY,SOFTWARE
102616,Madison Bancshares Group Ltd,MADB,FINANCE,BANKS & THRIFTS
102620,MAF Bancorp Inc,MAFB,FINANCE,BANKS & THRIFTS
102621,McNaughton Apparel Group Inc,MAGI,CONSUMER DISCRETIONARY,APPAREL & LUXURY GOODS
102624,Magnum Sport & Entertainment Inc,MAGZ,INDUSTRIALS,COMMERCIAL SERVICES & SUPPLIES
102626,MAII Holdings Inc,MAII,TRANSPORTS,TRUCKING
102628,Mair Holdings,MAIR.PK1,"",""
102630,Malan Realty Investors Inc,MAL,FINANCE,REAL ESTATE & REITS
102631,Manchester Technologies Inc,MANC,INFORMATION TECHNOLOGY,SOFTWARE
102633,Manugistics Group Inc,MANU,INFORMATION TECHNOLOGY,SOFTWARE
102636,MapInfo Corp,MAPS,INFORMATION TECHNOLOGY,SOFTWARE
102637,Mapics Inc,MAPX,INFORMATION TECHNOLOGY,SOFTWARE
102640,Marsh Supermarkets Inc Class A,MARSA,CONSUMER STAPLES,RETAIL - FOOD & DRUG
102641,Marsh Supermarkets Inc. Class B,MARSB,CONSUMER STAPLES,RETAIL - FOOD & DRUG
102646,Matav-Cable Systems Media Ltd ADR,MATV,CONSUMER DISCRETIONARY,BROADCASTING
102647,Matrix Pharmaceutical Inc,MATX,HEALTH CARE,PHARMACEUTICALS
102649,Mercury Air Group Inc,MYAG,INDUSTRIALS,AEROSPACE & DEFENSE
102650,Maxcor Financial Group Inc,MAXF,FINANCE,GENERAL FINANCE
102651,Maxicare Health Plans Inc,MAXI,HEALTH CARE,HEALTH CARE SERVICES
102652,Maxim Pharmaceuticals Inc,MAXM,HEALTH CARE,PHARMACEUTICALS
102653,Maxwell Shoe Inc,MAXS,CONSUMER DISCRETIONARY,APPAREL & LUXURY GOODS
102658,Monterey Bay BanCorp. Inc,MBBC,FINANCE,BANKS & THRIFTS
102671,National Mercantile Bancorp,MBLA,FINANCE,BANKS & THRIFTS
102672,National Mercantile Bancorp 6.5% Noncumul Convertible Preferred Stock A,MBLAP,FINANCE,BANKS & THRIFTS
102674,Main Street BanCorp. Inc,MBNK,FINANCE,BANKS & THRIFTS
102676,Centura Software Corp,MBRN,INFORMATION TECHNOLOGY,INTERNET & IT SERVICES
102680,Transmedia Asia Pacific Inc,MBTA,INDUSTRIALS,COMMERCIAL SERVICES & SUPPLIES
102685,McAfee.Com Corp,MCAF,INFORMATION TECHNOLOGY,SOFTWARE
102693,McData Corp Class B,MCDT,INFORMATION TECHNOLOGY,COMPUTERS & PERIPHERALS
102694,McData Corp,MCDTA,INFORMATION TECHNOLOGY,COMPUTERS & PERIPHERALS
102700,MCI Inc,MCIP,COMMUNICATIONS,""
102701,MCK Communications Inc,MCKC,INFORMATION TECHNOLOGY,COMMUNICATIONS EQUIPMENT
102702,McLeodUSA Inc,MCLDQ,COMMUNICATIONS,""
102704,McLeodUSA Inc.  Preferred Series A,MCLDQPR,COMMUNICATIONS,""
102706,Metrocall Inc,MCLLQ,COMMUNICATIONS,""
102707,McLaren Performance Technologies,MCLN,CONSUMER DISCRETIONARY,AUTOMOBILES & PARTS
102708,Medichem Life Sciences Inc,MCLS,HEALTH CARE,BIOTECHNOLOGY & LIFE SCIENCES
102709,Controladora Comercial Mexicana S.A. de C.V,MCM,CONSUMER STAPLES,RETAIL - FOOD & DRUG
102711,Mediconsult.com Inc,MCNS,INFORMATION TECHNOLOGY,INTERNET & IT SERVICES
102716,MCSI Inc,MCSIQ,INDUSTRIALS,COMMERCIAL SERVICES & SUPPLIES
102719,Mercator Software Inc,MCTR,INFORMATION TECHNOLOGY,SOFTWARE
102722,MC Shipping Inc,MCX,ENERGY,ENERGY PRODUCERS
102724,Media Arts Group Inc,MDA,CONSUMER DISCRETIONARY,HOUSEHOLD DURABLES
102725,Professional Bancorp Inc. (Santa Monica CA),MDB,FINANCE,BANKS & THRIFTS
102726,Medford BanCorp. Inc. (MA),MDBK,FINANCE,BANKS & THRIFTS
102727,Madison Bancshares Inc,MDBS,FINANCE,BANKS & THRIFTS
102728,Molecular Devices Corp,MDCC,HEALTH CARE,BIOTECHNOLOGY & LIFE SCIENCES
102730,Mortgage Com Inc,MDCM,"",""
102734,Monarch Dental Corp,MDDS,HEALTH CARE,HEALTH CARE SERVICES
102736,Med-Emerg International Inc,MDER,HEALTH CARE,HEALTH CARE SERVICES
102744,Medicore Inc,MDKI,HEALTH CARE,HEALTH CARE SUPPLIES
102745,Medicalogic Medscape Inc,MDLI,"",""
102748,Medinex Systems Inc,MDNX,HEALTH CARE,HEALTH CARE SERVICES
102749,MDIS Mobile Data Solutions Inc,MDSI,INFORMATION TECHNOLOGY,SOFTWARE
102751,Mindesta Inc,MDST,MATERIALS,MINING
102758,Midway Airlines Corp,MDWYQ,TRANSPORTS,AIRLINES & AIR SERVICES
102765,Med Design Corp,MEDC,HEALTH CARE,HEALTH CARE SUPPLIES
102767,Medplus Inc,MEDP,HEALTH CARE,HEALTH CARE SERVICES
102768,Medstone International Inc,MEDS,HEALTH CARE,HEALTH CARE SUPPLIES
102769,MedSource Technologies Inc,MEDT,HEALTH CARE,HEALTH CARE SERVICES
102773,Mellon Financial Corp,MEL,FINANCE,GENERAL FINANCE
102774,Meemic Holdings Inc,MEMH,FINANCE,INSURANCE
102779,Merrill Merchants Bancshares Inc,MERB,FINANCE,BANKS & THRIFTS
102780,Mercury Interactive Corp,MERQ,INFORMATION TECHNOLOGY,SOFTWARE
102781,Messagemedia Inc,MESG,INFORMATION TECHNOLOGY,INTERNET & IT SERVICES
102783,MetroBanCorp,METB,FINANCE,BANKS & THRIFTS
102784,Metropolitan Financial Corp. (OH),METF,FINANCE,BANKS & THRIFTS
102787,META Group Inc,METG,INFORMATION TECHNOLOGY,INTERNET & IT SERVICES
102792,Miller Exploration Co,MEXP,ENERGY,ENERGY PRODUCERS
102798,Morgan Funshares Inc,MFUN,"",""
102801,Med Gen Inc. (NV),MGEN,HEALTH CARE,HEALTH CARE SUPPLIES
102808,Merchants Group Inc,MGP,FINANCE,INSURANCE
102809,Monogram Energy Inc,MGRA,ENERGY,ENERGY PRODUCERS
102811,Morton Industrial Group Inc,MGRP,MATERIALS,INDUSTRIAL METALS & MATERIALS
102813,MAGSTAR TECHNOLOGIES INC. NEW,MGSR,INFORMATION TECHNOLOGY,ELECTRONIC EQUIPMENT
102815,Micrografx Inc,MGXI,INFORMATION TECHNOLOGY,SOFTWARE
102821,MuniHoldings New Jersey Insured Fund IV Inc,MHJ,FINANCE,GENERAL FINANCE
102822,MortgageIT Holdings Inc,MHL,FINANCE,REAL ESTATE & REITS
102824,Microhelix Inc,MHLX,INFORMATION TECHNOLOGY,COMMUNICATIONS EQUIPMENT
102825,Masonite International Corp. (Old),MHM,INDUSTRIALS,CONSTRUCTION & ENGINEERING
102831,MeriStar Hospitality Corp,MHX,FINANCE,REAL ESTATE & REITS
102835,Microcell Telecommunications Inc,MICTF,COMMUNICATIONS,""
102836,Vicuron Pharmaceuticals Inc,MICU,HEALTH CARE,PHARMACEUTICALS
102840,MuniInsured Fund Inc,MIF,FINANCE,INSURANCE
102841,Meridian Insurance Group Inc,MIGI,FINANCE,INSURANCE
102843,Mcglen Internet Group Inc,MIGS,"",""
102844,MIH Ltd Tortola Class A,MIHLA,"",""
102849,Michaels Stores Inc,MIK,CONSUMER DISCRETIONARY,RETAIL - SPECIALTY
102850,Michael Foods Inc. (New),MIKL,CONSUMER STAPLES,FOOD PRODUCTS
102851,Mikron Infrared Inc,MIKR,INFORMATION TECHNOLOGY,ELECTRONIC EQUIPMENT
102853,Miltope Group Inc,MILT,INDUSTRIALS,AEROSPACE & DEFENSE
102858,Mirant TR I Pfd CV S,MIRPQ,"",""
102860,Metropolitan Information Services Inc,MISI,INFORMATION TECHNOLOGY,SOFTWARE
102864,Mity Enterprises Inc,MITY,INDUSTRIALS,COMMERCIAL SERVICES & SUPPLIES
102866,Intermix Media Inc,MIX,INFORMATION TECHNOLOGY,INTERNET & IT SERVICES
102879,MacKenzie Financial Corp,MKFCF,FINANCE,GENERAL FINANCE
102884,Multimedia K I D Inc,MKID,"",""
102885,Mackie Designs Inc,MKIE,"",""
102890,MS Structured Asset Corp,MKS,FINANCE,INSURANCE
102892,Marketing Specialists Corp,MKSP,INDUSTRIALS,COMMERCIAL SERVICES & SUPPLIES
102894,MarketWatch Inc,MKTW,CONSUMER DISCRETIONARY,BROADCASTING
102897,Mitchells & Butlers Ltd,MLB,CONSUMER DISCRETIONARY,RESTAURANTS
102904,Micro Linear Corp,MLIN,INFORMATION TECHNOLOGY,SEMICONDUCTORS
102910,Mallon Resources Corp,MLRC,MATERIALS,MINING
102918,Multex.Com Inc,MLTX,INDUSTRIALS,COMMERCIAL SERVICES & SUPPLIES
102923,Minuteman International Inc,MMAN,INDUSTRIALS,MACHINERY
102926,MainStay MacKay DefinedTerm Municipal Opportunities Fund,MMD,MUTUAL FUND,RETAIL - SPECIALTY
102927,Mid Atlantic Medical Services Inc,MME,HEALTH CARE,HEALTH CARE SERVICES
102931,Modem Media Inc,MMPT,INFORMATION TECHNOLOGY,INTERNET & IT SERVICES
102934,MOMENTUM BUSINESS APPS INC,MMTM,MUTUAL FUND,SOFTWARE
102941,Maxx Petroleum Ltd,MMX,ENERGY,ENERGY PRODUCERS
102943,Minnesota Municipal Term Trust II Inc. due 4/15/2003,MNB,FINANCE,GENERAL FINANCE
102944,MNB Bancshares Inc,MNBB,FINANCE,BANKS & THRIFTS
102949,Mitchell Energy and Development Corp. Class A,MNDA,ENERGY,ENERGY
102961,MiniMed Inc,MNMD,HEALTH CARE,HEALTH CARE SUPPLIES
102963,Minorplanet Systems Inc,MNPQC,CONSUMER DISCRETIONARY,AUTOMOBILES & PARTS
102964,Mentergy Ltd,MNTE,INFORMATION TECHNOLOGY,COMMUNICATIONS EQUIPMENT
102973,Moscow Cablecom Corp,MOCC,CONSUMER DISCRETIONARY,BROADCASTING
102979,Maynard Oil Co,MOIL,ENERGY,ENERGY PRODUCERS
102982,Robert Mondavi Corp. (The),MOND,CONSUMER STAPLES,BEVERAGES
102983,MatrixOne Inc,MONE,INFORMATION TECHNOLOGY,SOFTWARE
102984,Marconi PLC ADR,MONI,"",""
102985,Monmouth Capital Corp,MONM,FINANCE,REAL ESTATE & REITS
102987,Montgomery Financial Corp,MONT,FINANCE,BANKS & THRIFTS
102989,Morgan Keegan & Co. Inc,MOR,FINANCE,GENERAL FINANCE
102992,Mossimo Inc,MOSS,CONSUMER DISCRETIONARY,APPAREL & LUXURY GOODS
102999,Moyco Technologies Inc,MOYC,MATERIALS,CHEMICALS
103011,Mediaplex Inc,MPLX,CONSUMER DISCRETIONARY,ADVERTISING
103015,MP3.com Inc,MPPP,INFORMATION TECHNOLOGY,INTERNET & IT SERVICES
103016,Meredith Enterprises Inc,MPQI,FINANCE,REAL ESTATE & REITS
103019,Market Planning Solutions Inc,MPSI,INFORMATION TECHNOLOGY,SOFTWARE
103020,Western Asset Municipal Partners Fund II Inc,MPT,FINANCE,GENERAL FINANCE
103023,MPW Industrial Services Group Inc,MPWG,INDUSTRIALS,COMMERCIAL SERVICES & SUPPLIES
103028,Marimba Inc,MRBA,INFORMATION TECHNOLOGY,SOFTWARE
103029,Mercantile Bankshares Corp,MRBK,FINANCE,BANKS & THRIFTS
103031,MarchFirst Inc,MRCHQ,INFORMATION TECHNOLOGY,INTERNET & IT SERVICES
103032,Marconi Corp plc (New),MRCIY,INFORMATION TECHNOLOGY,COMMUNICATIONS EQUIPMENT
103033,MacDermid Inc,MRD,MATERIALS,CHEMICALS
103038,Mortons Restaurant Group Inc. (Old),MRG,CONSUMER DISCRETIONARY,RESTAURANTS
103043,Market Financial Corp,MRKF,FINANCE,BANKS & THRIFTS
103045,Marine Drilling Companies Inc,MRL,ENERGY,ENERGY EQUIPMENT & SERVICES
103051,Merant plc,MRNTY,INFORMATION TECHNOLOGY,SOFTWARE
103052,MRO Software Inc,MROI,INFORMATION TECHNOLOGY,SOFTWARE
103057,Mid-Atlantic Realty Trust,MRR,FINANCE,REAL ESTATE & REITS
103058,Midcoast Energy Resources Inc,MRS,ENERGY,ENERGY PRODUCERS
103059,Marisa Christina Inc,MRSA,CONSUMER DISCRETIONARY,APPAREL & LUXURY GOODS
